Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous
25834,55,4,Self_Employed,Tier_1,7750,4058,980,3266,1635,643,1241,1325,1221,1754,278,7,1683,1683,782,318,107,233,313,48,40,21
21103,52,1,Self_Employed,Tier_2,4221,0,426,2703,1348,805,558,964,849,1450,516,9,1970,7263,494,150,81,74,185,41,40,111
95467,18,0,Retired,Tier_2,19093,5335,3676,10178,6184,4693,2165,5780,4520,0,1875,12,11115,31968,2439,567,1230,294,1721,119,0,534
35108,20,4,Retired,Tier_2,7022,0,1502,5059,2766,907,948,2391,1303,3200,915,5,1914,9097,1194,578,208,183,688,58,124,195
68489,41,1,Professional,Tier_1,20547,7423,3256,9083,4618,2227,2294,3664,2123,4855,715,12,7683,7683,2104,779,459,118,372,9,176,203
9141,25,3,Student,Tier_2,1828,0,290,1272,472,380,347,560,421,653,250,5,501,2667,95,31,110,26,164,2,21,51
37145,56,0,Retired,Tier_2,7429,7069,800,5289,2593,1223,1375,1581,1117,0,581,7,2580,8088,903,173,164,382,318,48,0,139
61124,35,1,Professional,Tier_2,12225,0,1455,8847,3368,1241,2348,3944,2610,5816,962,12,7174,18309,1617,203,222,541,685,40,96,287
32041,58,4,Student,Tier_2,6408,6201,1514,4362,2004,1321,776,2174,970,2827,523,7,2215,2961,896,588,330,193,212,7,32,133
70357,20,4,Self_Employed,Tier_3,10554,13222,3414,9591,3713,2921,2988,4364,2660,4684,1978,14,9807,10269,1565,328,642,579,283,58,189,314
19833,35,2,Retired,Tier_3,2975,3963,535,2131,1084,846,665,1511,611,1199,555,8,1516,3758,590,267,86,139,431,25,8,44
92636,33,4,Self_Employed,Tier_3,13895,0,3730,10048,6732,3269,2876,6987,3937,6922,1154,11,10290,33085,842,1856,619,822,1429,92,167,345
188730,49,4,Professional,Tier_1,56619,11432,6455,25983,11512,5492,8415,11262,6302,10782,4401,18,30075,30075,3992,2483,468,2331,1717,124,181,302
22442,18,0,Self_Employed,Tier_2,4488,1337,856,2491,1154,974,1121,1254,881,0,340,5,1156,7546,681,105,257,103,310,11,0,93
21006,43,4,Professional,Tier_1,6302,0,452,2681,1506,588,617,996,976,1340,324,7,1414,5223,744,317,39,77,126,25,58,35
95957,29,2,Professional,Tier_2,19191,0,4694,10899,4816,2500,3775,6019,4072,5425,2175,12,11213,32391,2800,349,199,193,1567,135,208,517
106150,55,4,Student,Tier_2,21230,0,3625,11971,7876,2974,4611,4669,5267,5444,1093,21,21806,37390,2842,499,354,629,404,59,169,261
19745,38,2,Professional,Tier_2,3949,0,853,2420,1318,546,509,1325,890,1906,415,9,1735,5615,504,221,153,51,383,18,6,67
21435,58,3,Professional,Tier_2,4287,4071,761,2321,1621,653,633,906,903,1442,581,10,2120,3257,493,189,88,131,172,1,17,90
23945,30,2,Self_Employed,Tier_3,3592,1306,1094,3407,1398,1193,745,1715,910,1668,340,7,1676,6576,718,363,288,138,326,9,70,100
10233,29,0,Student,Tier_2,2047,0,399,1099,564,238,447,687,365,0,187,5,535,4201,237,41,15,79,182,11,0,50
14386,30,1,Student,Tier_3,2158,0,426,1999,748,477,696,706,683,750,204,9,1260,5539,215,59,123,95,181,9,34,35
13435,35,1,Student,Tier_3,2015,0,470,1659,954,637,661,1045,603,1137,387,9,1187,3868,106,118,106,67,181,17,40,85
16232,36,3,Self_Employed,Tier_2,3246,0,710,1791,1255,328,737,727,605,1254,317,10,1552,5263,370,150,43,176,69,2,26,73
29179,36,0,Student,Tier_2,5836,0,818,3418,2072,1385,1084,2240,1292,0,858,5,1480,10176,587,306,316,297,144,5,0,48
36182,23,3,Self_Employed,Tier_1,10855,0,1578,4390,2473,834,793,2591,1398,3377,1007,9,3422,6888,1208,319,84,160,138,37,89,265
103710,24,3,Student,Tier_1,31113,18956,4279,11816,5204,3458,4031,4175,4814,9330,1453,23,5081,5081,784,1136,235,747,422,215,425,240
13498,24,4,Professional,Tier_2,2700,0,273,1896,822,359,548,876,426,1314,142,8,1046,4143,272,244,48,133,153,14,65,8
65934,45,4,Retired,Tier_2,13187,11958,3033,7758,5161,2630,2781,5176,2884,5543,712,10,5111,5111,1122,709,157,833,700,74,142,122
25280,45,0,Student,Tier_1,7584,3316,901,3148,1678,1252,936,1305,1227,0,258,6,1619,3675,340,457,270,172,94,56,0,59
28836,36,1,Self_Employed,Tier_3,4325,0,1379,2925,1670,1249,1137,1553,911,2716,586,7,2136,10386,288,236,65,182,380,17,93,54
51473,33,2,Retired,Tier_2,10295,9371,1046,5727,2761,2192,1297,2389,2178,3655,1527,10,5173,9035,456,655,489,85,238,34,6,113
12219,34,4,Self_Employed,Tier_2,2444,0,560,1272,755,416,269,795,563,721,343,8,957,4081,157,111,108,55,234,21,11,29
40737,39,0,Professional,Tier_2,8147,6240,1756,5924,2210,1518,1016,2539,1637,0,608,15,6033,9142,537,617,434,93,175,26,0,170
34273,36,0,Professional,Tier_1,10282,2595,1365,4903,2699,1235,694,2408,1498,0,645,9,3243,5949,859,637,327,103,143,68,0,187
44485,46,1,Self_Employed,Tier_1,13346,0,1688,5073,3346,1381,2120,2094,1599,2591,846,13,5646,10402,1376,502,125,479,504,79,86,174
37808,36,0,Retired,Tier_1,11343,0,1436,4703,2429,1855,1108,2007,1273,0,579,8,2991,11077,278,260,187,319,444,62,0,125
213885,64,0,Retired,Tier_3,32083,37775,9661,24861,17049,9946,8419,15092,9577,0,2828,15,32860,46595,4880,3830,1890,2292,2174,134,0,633
18011,52,1,Student,Tier_2,3602,1984,897,2501,982,842,808,1096,578,1270,296,10,1728,3155,147,209,137,220,318,24,62,42
19617,64,4,Professional,Tier_1,5885,0,664,2189,1076,546,498,936,635,1324,217,8,1477,5646,219,60,37,84,166,26,38,26
18223,42,1,Retired,Tier_1,5467,0,674,2562,999,774,480,800,797,1591,459,5,935,3619,575,126,60,112,137,38,18,43
19237,37,3,Professional,Tier_2,3847,1589,490,2097,1042,707,460,803,928,1103,284,10,1851,5887,245,172,37,75,148,0,41,35
18016,54,4,Retired,Tier_2,3603,3542,572,2064,1167,670,888,852,808,1186,258,6,1009,2406,115,231,134,211,222,40,48,26
77665,36,3,Retired,Tier_2,15533,11861,1948,11217,5685,1941,3237,5603,3108,6070,1772,13,9692,9692,2311,768,248,822,1179,81,124,373
93466,59,0,Student,Tier_1,28040,7271,1899,10683,6474,3145,3856,4065,4360,0,1321,15,13757,22354,2875,468,436,641,1198,6,0,170
19003,30,3,Self_Employed,Tier_3,2850,0,793,2766,1190,661,732,812,900,1562,263,6,1233,6473,313,210,192,44,144,4,26,71
15415,64,1,Professional,Tier_2,3083,2783,450,1646,784,626,727,846,676,836,189,7,1078,2768,327,47,95,184,244,11,19,24
43743,29,1,Professional,Tier_2,8749,0,2017,5756,2638,1664,932,2555,1810,2212,776,10,4425,14635,751,372,419,231,608,15,106,201
19287,32,2,Self_Employed,Tier_2,3857,3350,670,2197,1123,528,761,1362,614,1879,394,7,1356,2552,192,171,92,132,170,19,39,67
49776,21,0,Student,Tier_1,14933,0,2196,5776,2835,1092,1529,3143,2165,0,913,15,7464,15194,1508,803,261,348,577,85,0,233
35288,32,1,Student,Tier_2,7058,2310,1154,5000,2180,1599,1600,1890,1546,3508,917,9,3016,6527,271,125,412,202,440,57,151,105
8923,34,4,Professional,Tier_2,1785,0,401,1148,630,344,184,480,304,604,142,8,717,2901,311,174,36,55,116,14,14,19
103462,44,1,Self_Employed,Tier_2,20692,7140,4726,11477,7483,3805,3332,5669,3333,6556,2066,18,19010,27183,2398,1914,525,687,846,93,127,552
126204,28,4,Student,Tier_3,18931,0,4292,18586,7025,3222,2921,6236,4994,11076,3392,25,31350,45529,3898,1005,486,219,1317,23,382,1011
18375,40,0,Self_Employed,Tier_2,3675,1535,882,2209,1258,893,780,901,761,0,286,6,1136,5193,203,262,141,207,157,8,0,62
22000,32,2,Retired,Tier_3,3300,0,635,3167,1313,901,933,1632,761,1565,291,7,1544,7502,691,289,171,152,472,22,13,26
37709,48,2,Professional,Tier_2,7542,0,1177,5490,2153,1504,1463,2963,1131,3762,459,6,2203,10066,567,557,312,310,501,28,140,52
39203,43,3,Student,Tier_1,11761,7251,1345,4740,3133,1222,1236,1716,1462,3008,437,9,1893,1893,1284,769,242,293,406,6,64,46
50807,24,1,Retired,Tier_1,15242,8067,2156,6131,2636,1779,2292,3433,2225,3667,793,12,2384,2384,707,191,110,117,208,58,88,88
149809,30,0,Self_Employed,Tier_3,22471,27748,4788,19122,11324,6417,4506,6019,5510,0,3123,18,26599,38781,5251,2868,1464,706,409,173,0,575
26040,30,3,Self_Employed,Tier_2,5208,0,586,3433,1613,802,1044,1298,852,1386,329,9,2272,9489,1029,483,96,78,253,7,3,29
15840,37,0,Professional,Tier_1,4752,0,318,1627,1240,767,693,1002,620,0,459,10,1570,4363,192,369,101,128,285,28,0,113
9952,51,0,Retired,Tier_3,1493,1759,460,1029,556,313,267,522,435,0,184,6,608,2934,100,96,63,67,136,11,0,30
16717,27,3,Student,Tier_3,2508,2172,655,1881,1335,515,402,830,642,1593,434,5,852,3750,366,68,56,68,169,31,32,109
29215,54,0,Professional,Tier_3,4382,0,733,3552,2121,993,803,1341,999,0,692,8,2284,13598,279,343,137,193,387,33,0,64
126071,44,3,Retired,Tier_2,25214,0,5933,16735,8432,4716,4261,9557,4944,12505,3530,18,22648,30243,2623,2351,1251,1081,1124,137,301,627
19828,51,1,Professional,Tier_1,5948,1143,826,2177,1443,641,410,933,774,1745,382,9,1695,3405,373,246,118,35,96,1,2,27
35882,53,3,Retired,Tier_1,10765,5674,1541,4136,2586,893,1150,1656,1680,2576,534,9,2692,2692,864,214,77,302,410,37,48,48
29608,33,1,Student,Tier_2,5922,0,991,3564,1783,964,675,1448,946,2178,352,8,2497,10784,192,377,113,35,429,40,43,87
77627,38,2,Self_Employed,Tier_2,15525,11065,3306,8847,6054,3007,2394,5887,3502,6586,1975,13,9478,9478,1466,720,893,531,307,157,108,523
226500,33,3,Self_Employed,Tier_1,67950,0,8647,27013,17696,4996,10350,9400,11215,14000,5047,22,50032,50185,7403,3794,843,1612,1891,447,697,576
19619,34,2,Self_Employed,Tier_2,3924,0,825,2087,1142,922,646,881,651,1635,563,6,1273,6344,295,153,85,82,217,22,36,96
20280,32,3,Student,Tier_2,4056,0,611,2043,1170,727,798,1458,691,1140,317,6,1313,7268,413,152,59,135,381,20,15,71
69167,30,0,Retired,Tier_2,13833,0,2494,7599,5240,2527,2531,4954,2617,0,692,10,7085,26681,2246,1470,221,240,1286,25,0,43
51765,50,2,Professional,Tier_2,10353,0,1091,5882,3063,2066,1209,2558,2518,5079,1248,13,6669,16698,385,295,217,135,547,69,184,293
131442,22,4,Self_Employed,Tier_1,39433,0,3269,18335,10190,3927,3858,6428,5026,12129,2033,25,26813,26813,5295,2066,621,542,1857,245,384,170
47863,44,4,Self_Employed,Tier_2,9573,4060,2187,6585,3342,1402,2362,3452,1655,3153,564,10,4795,9528,1833,929,247,574,900,59,88,32
22506,18,4,Student,Tier_2,4501,0,893,3068,1777,616,1076,1187,1121,1851,431,7,1484,5987,307,292,116,106,192,48,2,91
48121,61,2,Student,Tier_1,14436,0,2158,7123,3585,2192,1869,1998,1726,4702,1263,11,5362,7068,1220,543,149,139,347,33,68,258
72832,47,1,Retired,Tier_3,10925,0,2683,8774,5480,2781,1811,4905,2637,4767,1230,13,9155,26840,1412,1165,391,326,719,62,175,219
57834,40,3,Retired,Tier_1,17350,10911,1907,6085,3027,1216,2694,4093,2782,3774,1234,12,2760,2760,1397,690,265,459,719,118,54,249
45016,32,0,Retired,Tier_2,9003,6890,2001,6344,2924,1344,1620,2699,1562,0,499,14,6236,10131,386,400,253,84,363,58,0,120
70424,53,0,Professional,Tier_2,14085,0,1508,9096,4380,1605,2262,4207,3142,0,2060,15,10217,28079,2692,577,348,242,1220,126,0,545
76450,36,2,Retired,Tier_2,15290,0,3104,11467,5616,1850,2184,5417,3770,5633,1081,10,7989,21038,1457,786,460,632,1234,11,179,200
90643,47,4,Retired,Tier_2,18129,0,3470,10603,5409,3483,2440,5601,3012,5449,1893,13,11651,31153,2609,436,317,418,1172,147,201,564
50409,33,0,Professional,Tier_2,10082,8588,1062,7244,3544,1108,2412,3365,2035,0,697,15,7506,10272,2115,581,280,478,637,20,0,144
26246,35,0,Self_Employed,Tier_2,5249,0,789,3753,1857,1260,855,1938,840,0,574,5,1422,9129,830,151,356,61,300,16,0,92
33736,43,1,Self_Employed,Tier_3,5060,0,1199,5032,1997,1405,726,2571,1259,3243,358,10,3372,10886,550,544,156,200,360,51,31,65
78760,34,0,Student,Tier_3,11814,0,1652,11752,5280,3643,3590,6195,2980,0,1395,11,8630,30459,3481,1405,414,784,1186,80,0,228
15606,28,0,Professional,Tier_3,2341,0,456,2335,1110,778,411,894,672,0,334,6,924,6276,543,312,168,22,88,20,0,21
40291,62,3,Retired,Tier_2,8058,6705,824,5871,2786,1150,1330,1792,1416,2151,1002,12,4709,7207,1698,523,162,159,458,59,27,115
21901,46,0,Self_Employed,Tier_2,4380,0,617,2476,1311,932,826,1275,1073,0,626,6,1341,8385,180,132,183,95,71,7,0,100
30698,26,3,Student,Tier_1,9209,2120,1514,3747,1787,1170,1218,2221,1235,3001,530,7,2138,2944,653,522,202,92,158,19,18,48
83426,34,4,Professional,Tier_1,25028,0,2804,12391,4943,4035,4133,5707,2624,5276,2029,12,9852,14457,3003,1390,1036,626,497,68,48,250
34956,44,1,Professional,Tier_1,10487,0,1695,4193,1804,1455,932,1716,1213,1978,714,8,2826,8769,1118,462,155,191,443,25,80,133
31135,54,0,Professional,Tier_2,6227,0,1374,4543,2153,1129,898,1317,1301,0,619,10,3075,11573,930,237,275,76,277,17,0,178
10108,39,1,Retired,Tier_2,2022,0,282,1393,724,215,402,536,376,769,148,7,753,3242,162,177,25,103,58,12,31,39
54500,25,1,Retired,Tier_1,16350,5011,2622,7810,2800,1659,1797,2569,1863,3311,1310,15,7398,7398,1421,314,135,531,553,25,105,363
50279,20,1,Retired,Tier_3,7542,0,1458,6932,3982,1361,1599,3558,2509,3454,1100,11,5626,16784,364,787,125,359,654,79,161,202
169322,55,2,Student,Tier_2,33864,0,5140,20164,12465,4305,6987,8884,5932,15822,4319,18,30398,51439,2599,3585,1135,973,2205,94,760,886
23452,52,3,Professional,Tier_1,7036,0,682,2665,1674,758,771,1580,975,1565,661,5,1224,5086,489,210,127,132,463,43,1,86
35749,49,1,Student,Tier_1,10725,0,1189,4832,2683,1261,1235,2022,1106,1819,777,7,2395,8099,821,212,371,179,480,5,60,63
36624,25,4,Student,Tier_1,10987,0,813,3823,2806,1196,819,2712,1292,2545,600,7,2585,9031,1025,320,113,179,574,64,113,121
105970,61,0,Student,Tier_1,31791,0,4715,11576,6230,2994,3701,7742,4765,0,2957,17,18319,29499,2012,1420,428,789,1292,119,0,437
27798,44,1,Retired,Tier_3,4170,4565,624,2821,1792,1137,1144,1197,1193,2643,665,6,1791,5845,584,208,305,125,127,34,69,179
37503,49,1,Professional,Tier_2,7501,5158,1288,4282,2596,1089,852,2441,1855,2314,736,7,2501,7391,1282,363,178,107,322,36,90,207
48789,53,0,Self_Employed,Tier_1,14637,3354,1077,5641,3732,1727,1033,2478,2186,0,1097,13,6369,11827,1331,936,192,216,438,102,0,130
34830,51,4,Retired,Tier_1,10449,3953,1381,5039,2493,1560,1455,1843,1493,2459,550,7,2154,2154,1024,743,291,321,133,54,3,158
20990,42,1,Retired,Tier_2,4198,0,703,2898,1458,673,485,1352,724,1382,353,9,1863,6764,688,110,126,77,349,1,29,94
35039,48,1,Self_Employed,Tier_3,5256,0,702,4706,2320,1739,1011,1723,1418,1908,823,9,3009,13435,1188,193,352,240,184,49,38,118
70817,59,4,Student,Tier_2,14163,6081,2332,9904,4217,2239,2802,3174,2548,5870,1871,12,8737,15616,1667,211,503,302,359,80,126,528
13197,64,1,Student,Tier_2,2639,0,408,1741,943,403,601,621,403,873,346,9,1143,4218,487,271,80,139,122,12,37,98
33367,30,4,Retired,Tier_3,5005,5409,1582,3774,2121,1107,1040,1546,1010,2302,358,9,3115,8113,837,271,87,155,369,2,51,79
17135,32,1,Retired,Tier_2,3427,1210,651,2534,911,521,713,850,593,882,249,6,981,4595,362,183,70,166,44,19,25,32
78041,30,0,Retired,Tier_3,11706,11080,3497,8335,5789,3117,2989,5321,2756,0,1167,13,9856,22283,1326,392,649,624,308,59,0,258
8870,50,4,Self_Employed,Tier_1,2661,0,216,934,623,382,336,374,358,873,144,5,446,1969,179,47,76,30,68,17,37,15
19184,48,0,Retired,Tier_2,3837,1040,456,2148,1243,543,457,820,865,0,399,9,1722,7375,452,345,81,136,86,1,0,58
40567,42,0,Retired,Tier_1,12170,0,1034,5794,3105,973,1198,2421,1454,0,679,11,4447,11739,1737,513,117,342,144,15,0,96
104964,57,1,Professional,Tier_2,20993,0,5071,12821,7536,4162,2195,4468,3528,8644,2242,19,19905,33305,3504,484,422,149,1307,155,132,352
28463,40,4,Self_Employed,Tier_2,5693,4373,654,3410,1923,749,1059,1598,1048,2042,335,7,2010,5578,770,239,110,225,468,10,18,21
19241,55,2,Self_Employed,Tier_2,3848,0,664,2197,1402,720,680,1215,948,1540,288,8,1629,5739,442,126,126,154,275,2,10,22
135115,20,0,Professional,Tier_1,40534,0,3011,19995,10254,5041,5401,8945,4896,0,3920,19,25190,33117,1330,2419,1265,1592,1865,138,0,948
9420,33,0,Student,Tier_2,1884,0,403,1305,638,277,220,529,291,0,232,6,589,3641,222,61,41,34,158,9,0,24
5166,19,0,Self_Employed,Tier_2,1033,0,163,559,394,207,244,359,225,0,76,5,275,1906,111,96,20,29,80,1,0,7
42658,40,1,Retired,Tier_3,6399,2705,1636,5009,2991,1497,1956,3201,1905,3756,645,14,5942,10959,399,802,95,285,433,38,120,87
20077,51,1,Retired,Tier_2,4015,1391,445,2370,1343,403,808,1031,986,1620,303,7,1505,5361,630,359,42,136,181,17,15,83
13253,47,0,Student,Tier_2,2651,1616,437,1474,841,512,353,552,483,0,331,7,917,4004,328,49,137,42,86,1,0,98
52872,64,1,Professional,Tier_2,10574,2729,1270,5625,2877,1563,2050,2640,1737,5263,1496,10,5431,15050,382,416,173,116,383,18,138,250
36461,27,1,Professional,Tier_1,10938,0,1084,5174,1841,1368,1753,2145,1299,1934,728,6,2308,8196,715,514,211,410,243,58,77,46
19105,18,1,Professional,Tier_2,3821,3758,490,2408,1081,654,636,868,656,1846,350,8,1597,2537,635,292,184,117,73,2,84,102
10772,39,3,Retired,Tier_2,2154,0,371,1268,601,446,315,680,345,544,225,7,725,3823,156,66,72,26,74,9,15,49
60290,64,4,Professional,Tier_2,12058,0,2822,6212,3423,1478,2278,3915,2134,3423,1338,14,8464,21209,580,898,348,554,863,21,149,94
50469,50,1,Professional,Tier_3,7570,4570,1611,5684,3059,1616,1044,3502,1608,4287,1095,12,6111,14823,957,323,221,140,317,45,145,262
27712,42,3,Retired,Tier_2,5542,0,1305,3775,1770,854,1292,1190,1293,1854,762,8,2208,8074,849,384,232,207,320,18,82,114
131434,39,3,Student,Tier_1,39430,0,5684,19023,9850,5176,3980,9318,4597,8964,3927,20,21484,21484,2344,1647,759,361,924,174,374,932
12745,33,1,Retired,Tier_2,2549,0,540,1843,779,391,619,733,387,1166,141,8,976,3597,97,212,86,127,123,14,2,13
8853,47,3,Professional,Tier_1,2656,0,385,1024,505,200,427,662,269,602,219,8,707,1905,110,58,11,95,52,0,22,13
17248,35,2,Student,Tier_2,3450,875,713,2336,1374,501,372,1057,752,1606,213,10,1705,4001,691,96,134,40,279,25,33,24
28926,41,3,Professional,Tier_1,8678,5196,755,3106,2312,1375,1396,1714,1219,1689,518,6,969,969,349,148,265,323,470,29,58,140
36447,22,4,Retired,Tier_2,7289,0,1646,4163,2657,1680,1424,2506,1485,2567,881,9,3307,10150,757,304,325,169,334,60,33,120
24735,54,3,Retired,Tier_2,4947,1484,774,3112,1509,536,1020,1284,855,1385,438,5,1317,7391,163,133,127,258,328,18,32,110
39759,40,1,Student,Tier_1,11928,7203,1116,5518,2471,1676,1889,1771,1845,3464,479,10,399,399,411,273,96,506,302,45,11,61
11023,59,0,Professional,Tier_2,2205,0,496,1604,611,361,318,826,507,0,132,8,893,3963,419,65,89,38,155,9,0,8
95222,44,2,Professional,Tier_1,28567,16170,3668,14008,5512,3575,3258,4948,4121,8301,2035,10,1059,1059,3617,676,281,287,817,90,135,207
28092,29,3,Student,Tier_3,4214,0,775,3037,1973,958,808,1717,1025,1469,490,6,1770,11625,664,546,201,181,508,5,53,58
73335,27,2,Self_Employed,Tier_3,11000,4998,3420,8954,4954,3097,1960,4169,3289,3913,2184,14,10271,21398,1455,1466,709,105,451,93,139,598
39464,51,4,Retired,Tier_2,7893,2643,1427,5280,2518,1177,1908,2206,1288,3482,1141,6,2345,8501,596,129,200,311,618,19,88,266
43233,50,3,Retired,Tier_2,8647,0,896,5950,2966,1781,1195,2910,1478,2606,708,14,5865,14097,592,712,174,186,235,71,33,170
47324,33,3,Professional,Tier_2,9465,7636,1694,5927,3053,1787,1203,2448,1545,4576,876,11,5434,7114,871,213,376,95,698,6,35,219
42921,46,2,Retired,Tier_2,8584,0,2088,4414,3377,1991,1447,2396,1334,2675,478,12,5241,14136,1265,754,486,133,431,23,37,135
50168,35,3,Student,Tier_1,15050,8417,1247,7027,3796,1710,2494,3412,2499,4524,1127,15,0,-1135,1404,901,111,546,310,114,204,211
86879,44,3,Retired,Tier_2,17376,9241,2522,12432,6325,2970,1931,4773,4044,6652,1683,13,11709,16930,3688,603,342,265,724,121,246,304
35107,24,0,Student,Tier_2,7021,0,943,5075,1862,818,1570,2180,1316,0,409,10,3349,13914,804,548,237,330,346,1,0,114
52900,53,2,Retired,Tier_3,7935,0,1408,7606,3396,1143,1579,2393,2331,4859,1059,15,7835,19190,1256,499,182,412,260,63,163,265
27922,44,1,Self_Employed,Tier_3,4188,5067,623,3845,1910,933,925,1723,1139,2092,629,6,1782,4848,711,438,192,95,182,16,14,70
94944,27,1,Professional,Tier_1,28483,7573,3227,11468,4999,3424,3987,4453,3265,6076,1385,13,12743,16603,2094,528,581,843,554,112,205,136
17463,27,4,Self_Employed,Tier_2,3493,2473,778,1903,1351,423,566,1279,730,1130,244,6,969,3093,557,290,23,168,322,6,33,49
126716,28,0,Student,Tier_2,25343,14231,3447,13506,7156,5888,3410,6802,5403,0,2472,25,31205,39059,895,1610,1676,298,1961,146,0,353
29052,47,2,Professional,Tier_3,4358,0,1201,3934,1457,708,1378,2139,1136,1983,748,7,1979,10009,587,266,53,171,336,52,18,40
9550,20,2,Retired,Tier_2,1910,955,355,1327,596,369,436,650,435,535,234,7,706,1749,117,161,39,117,103,18,21,57
33238,46,0,Retired,Tier_2,6648,4342,876,4407,1786,1328,902,1466,1108,0,491,6,1940,9883,445,377,222,150,361,55,0,108
17398,31,0,Self_Employed,Tier_2,3480,0,645,2238,1250,544,666,1003,784,0,497,5,882,6290,263,73,48,182,115,37,0,54
58775,30,4,Professional,Tier_2,11755,5608,2097,7610,4429,1328,2844,4298,1776,4361,1217,12,7013,11452,1372,391,191,150,1228,34,24,319
17798,36,1,Retired,Tier_3,2670,1485,477,1838,1122,577,438,1011,720,1076,308,9,1610,6077,409,162,138,90,295,28,22,65
20994,42,2,Student,Tier_1,6298,0,431,2396,1663,463,527,1095,923,1902,444,5,1130,4852,643,480,121,146,107,37,76,131
6616,27,0,Self_Employed,Tier_1,1985,867,213,718,433,136,159,311,298,0,198,7,453,1298,103,57,27,25,74,4,0,47
20892,32,2,Retired,Tier_2,4178,0,620,2564,1375,827,582,1525,636,1757,332,7,1416,6495,597,404,228,43,200,15,58,37
4315,45,1,Student,Tier_1,1294,557,123,448,317,150,128,340,208,304,68,7,305,377,102,31,39,31,56,2,11,4
8449,57,2,Student,Tier_2,1690,1450,346,985,466,185,174,423,307,795,221,8,675,1408,295,135,11,49,33,14,22,13
55121,55,2,Self_Employed,Tier_1,16536,8135,2276,7925,3078,2096,2548,4016,1780,4764,777,12,1190,1190,984,749,206,217,471,43,51,102
56252,24,0,Self_Employed,Tier_2,11250,0,2689,5901,4210,1447,2194,3840,2746,0,927,11,6404,21046,1537,691,430,212,261,51,0,237
42164,31,0,Self_Employed,Tier_1,12649,4224,878,5408,2170,1603,1731,3086,1283,0,602,13,5317,8530,1582,613,92,291,306,64,0,147
13841,47,0,Student,Tier_1,4152,0,655,1565,801,608,586,695,578,0,306,7,908,3893,133,55,63,69,83,3,0,70
28877,57,1,Professional,Tier_2,5775,4422,1162,3423,1964,1186,631,2247,1075,2434,400,10,2824,4157,557,152,226,134,333,49,35,34
29914,29,3,Professional,Tier_3,4487,2019,1190,3440,2055,1027,1474,2239,1212,2890,353,8,2335,7529,648,123,185,143,135,36,84,57
11876,45,1,Professional,Tier_2,2375,0,591,1225,829,246,269,739,578,871,339,6,698,3815,256,85,14,66,219,12,9,66
